query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
AJM1,389813,17.687138,apical junction component 1 homolog,AJM1,ENSG00000232434,False,None
PHPT1,29085,17.590277,phosphohistidine phosphatase 1,PHPT1,ENSG00000054148,False,None
MAMDC4,158056,17.767267,MAM domain containing 4,MAMDC4,ENSG00000177943,False,None
EDF1,8721,17.613758,endothelial differentiation related factor 1,EDF1,ENSG00000107223,False,None
TRAF2,7186,18.193384,TNF receptor associated factor 2,TRAF2,ENSG00000127191,False,None
FBXW5,54461,17.631245,F-box and WD repeat domain containing 5,FBXW5,ENSG00000159069,False,None
C8G,733,17.682472,complement C8 gamma chain,C8G,ENSG00000176919,False,None
LCN12,286256,19.501234,lipocalin 12,LCN12,ENSG00000184925,False,None
PRR31,None,None,None,None,None,True,None
PTGDS,5730,18.842499,prostaglandin D2 synthase,PTGDS,ENSG00000107317,False,None
AL807752.7,None,None,None,None,None,True,None
LCNL1,401562,19.460163,lipocalin like 1,LCNL1,ENSG00000214402,False,None
PAXX,286257,17.825224,PAXX non-homologous end joining factor,PAXX,ENSG00000148362,False,None
CLIC3,9022,17.716734,chloride intracellular channel 3,CLIC3,ENSG00000169583,False,None
ABCA2,20,17.653408,ATP binding cassette subfamily A member 2,ABCA2,ENSG00000107331,False,None
C9orf139,None,None,None,None,None,True,None
FUT7,2529,17.57012,fucosyltransferase 7,FUT7,ENSG00000180549,False,None
AL807752.6,None,None,None,None,None,True,None
NPDC1,56654,18.226927,"neural proliferation, differentiation and control 1",NPDC1,ENSG00000107281,False,None
ENTPD2,954,18.156557,ectonucleoside triphosphate diphosphohydrolase 2,ENTPD2,ENSG00000054179,False,None
AL807752.4,None,None,None,None,None,True,None
AL807752.2,None,None,None,None,None,True,None
SAPCD2,89958,17.717424,suppressor APC domain containing 2,SAPCD2,ENSG00000186193,False,None
AL807752.3,None,None,None,None,None,True,None
UAP1L1,91373,17.73608,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,UAP1L1,ENSG00000197355,False,None
MAN1B1-DT,100289341,27.063417,MAN1B1 divergent transcript,MAN1B1-DT,ENSG00000268996,False,None
MAN1B1,11253,18.399357,mannosidase alpha class 1B member 1,MAN1B1,ENSG00000177239,False,None
DPP7,29952,17.658587,dipeptidyl peptidase 7,DPP7,ENSG00000176978,False,None
GRIN1,2902,18.165936,glutamate ionotropic receptor NMDA type subunit 1,GRIN1,ENSG00000176884,False,None
LRRC26,389816,18.42303,leucine rich repeat containing 26,LRRC26,ENSG00000184709,False,None
AL929554.1,None,None,None,None,None,True,None
TMEM210,100505993,19.266157,transmembrane protein 210,TMEM210,ENSG00000185863,False,None
ANAPC2,29882,17.610989,anaphase promoting complex subunit 2,ANAPC2,ENSG00000176248,False,None
SSNA1,8636,17.835527,SS nuclear autoantigen 1,SSNA1,ENSG00000176101,False,None
TPRN,286262,17.658188,taperin,TPRN,ENSG00000176058,False,None
TMEM203,94107,17.647835,transmembrane protein 203,TMEM203,ENSG00000187713,False,None
NDOR1,27158,17.57113,NADPH dependent diflavin oxidoreductase 1,NDOR1,ENSG00000188566,False,None
BX255925.3,None,None,None,None,None,True,None
RNF208,727800,17.646221,ring finger protein 208,RNF208,ENSG00000212864,False,None
CYSRT1,375791,18.478851,cysteine rich tail 1,CYSRT1,ENSG00000197191,False,None
RNF224,643596,17.944304,ring finger protein 224,RNF224,ENSG00000233198,False,None
SLC34A3,142680,19.142868,solute carrier family 34 member 3,SLC34A3,ENSG00000198569,False,None
TUBB4B,10383,18.179283,tubulin beta 4B class IVb,TUBB4B,ENSG00000188229,False,None
FAM166A,None,None,None,None,None,True,None
STPG3-AS1,100129722,27.06384,STPG3 antisense RNA 1,STPG3-AS1,ENSG00000275549,False,None
STPG3,441476,18.966206,sperm-tail PG-rich repeat containing 3,STPG3,ENSG00000197768,False,None
NELFB,25920,17.620306,negative elongation factor complex member B,NELFB,ENSG00000188986,False,None
TOR4A,54863,18.272963,torsin family 4 member A,TOR4A,ENSG00000198113,False,None
NRARP,441478,18.409286,NOTCH regulated ankyrin repeat protein,NRARP,ENSG00000198435,False,None
EXD3,54932,17.822094,exonuclease 3'-5' domain containing 3,EXD3,ENSG00000187609,False,None
NOXA1,10811,17.85124,NADPH oxidase activator 1,NOXA1,ENSG00000188747,False,None
ENTPD8,377841,18.217285,ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,ENSG00000188833,False,None
NSMF,26012,18.156557,NMDA receptor synaptonuclear signaling and neuronal migration factor,NSMF,ENSG00000165802,False,None
PNPLA7,375775,18.283943,patatin like phospholipase domain containing 7,PNPLA7,ENSG00000130653,False,None
MRPL41,64975,17.574587,mitochondrial ribosomal protein L41,MRPL41,ENSG00000182154,False,None
DPH7,92715,17.57245,diphthamide biosynthesis 7,DPH7,ENSG00000148399,False,None
ZMYND19,116225,17.588385,zinc finger MYND-type containing 19,ZMYND19,ENSG00000165724,False,None
ARRDC1,92714,17.25338,arrestin domain containing 1,ARRDC1,ENSG00000197070,False,None
ARRDC1-AS1,85026,27.062708,ARRDC1 antisense RNA 1,ARRDC1-AS1,ENSG00000203993,False,None
EHMT1,79813,18.169262,euchromatic histone lysine methyltransferase 1,EHMT1,ENSG00000181090,False,None
AL772363.1,None,None,None,None,None,True,None
CACNA1B,774,18.387373,calcium voltage-gated channel subunit alpha1 B,CACNA1B,ENSG00000148408,False,None
AL954642.1,None,None,None,None,None,True,None
AC069287.1,None,None,None,None,None,True,None
LINC01001,ENSG00000230724,26.27205,long intergenic non-protein coding RNA 1001,LINC01001,ENSG00000230724,False,None
AC069287.3,None,None,None,None,None,True,None
BET1L,51272,17.623087,Bet1 golgi vesicular membrane trafficking protein like,BET1L,ENSG00000177951,False,None
SCGB1C1,147199,19.143,secretoglobin family 1C member 1,SCGB1C1,ENSG00000188076,False,None
ODF3,None,None,None,None,None,True,None
AC069287.2,None,None,None,None,None,True,None
RIC8A,60626,17.656487,RIC8 guanine nucleotide exchange factor A,RIC8A,ENSG00000177963,False,None
SIRT3,23410,17.620352,sirtuin 3,SIRT3,ENSG00000142082,False,None
PSMD13,5719,17.592865,"proteasome 26S subunit, non-ATPase 13",PSMD13,ENSG00000185627,False,None
NLRP6,171389,18.990952,NLR family pyrin domain containing 6,NLRP6,ENSG00000174885,False,None
AC136475.3,None,None,None,None,None,True,None
PGGHG,80162,17.621843,protein-glucosylgalactosylhydroxylysine glucosidase,PGGHG,ENSG00000142102,False,None
IFITM5,387733,18.283943,interferon induced transmembrane protein 5,IFITM5,ENSG00000206013,False,None
IFITM2,10581,23.906218,interferon induced transmembrane protein 2,IFITM2,ENSG00000185201,False,None
AC136475.2,None,None,None,None,None,True,None
IFITM1,8519,21.307007,interferon induced transmembrane protein 1,IFITM1,ENSG00000185885,False,None
AC136475.1,None,None,None,None,None,True,None
IFITM3,10410,23.08425,interferon induced transmembrane protein 3,IFITM3,ENSG00000142089,False,None
AC136475.4,None,None,None,None,None,True,None
AC136475.8,None,None,None,None,None,True,None
AC136475.7,None,None,None,None,None,True,None
AC136475.5,None,None,None,None,None,True,None
AC136475.9,None,None,None,None,None,True,None
B4GALNT4,338707,18.30239,"beta-1,4-N-acetyl-galactosaminyltransferase 4",B4GALNT4,ENSG00000182272,False,None
PKP3,11187,18.214298,plakophilin 3,PKP3,ENSG00000184363,False,None
SIGIRR,59307,17.628069,single Ig and TIR domain containing,SIGIRR,ENSG00000185187,False,None
ANO9,338440,18.176537,anoctamin 9,ANO9,ENSG00000185101,False,None
PTDSS2,81490,17.595133,phosphatidylserine synthase 2,PTDSS2,ENSG00000174915,False,"[{'gene': 'ENSG00000174915'}, {'gene': 'ENSG00000282367'}]"
AC138230.1,None,None,None,None,None,True,None
RNH1,6050,18.280052,ribonuclease/angiogenin inhibitor 1,RNH1,ENSG00000023191,False,"[{'gene': 'ENSG00000023191'}, {'gene': 'ENSG00000276230'}]"
AC137894.1,None,None,None,None,None,True,None
HRAS,3265,18.156,"HRas proto-oncogene, GTPase",HRAS,ENSG00000276536,False,"[{'gene': 'ENSG00000276536'}, {'gene': 'ENSG00000174775'}]"
LRRC56,115399,17.648596,leucine rich repeat containing 56,LRRC56,ENSG00000273831,False,"[{'gene': 'ENSG00000273831'}, {'gene': 'ENSG00000161328'}]"
LMNTD2,256329,18.949728,lamin tail domain containing 2,LMNTD2,ENSG00000275873,False,"[{'gene': 'ENSG00000275873'}, {'gene': 'ENSG00000185522'}]"
AP006284.1,None,None,None,None,None,True,None
RASSF7,8045,18.43091,Ras association domain family member 7,RASSF7,ENSG00000099849,False,"[{'gene': 'ENSG00000099849'}, {'gene': 'ENSG00000273859'}]"
MIR210HG,100506211,27.06384,MIR210 host gene,MIR210HG,ENSG00000282810,False,"[{'gene': 'ENSG00000282810'}, {'gene': 'ENSG00000247095'}]"
PHRF1,57661,17.590576,PHD and ring finger domains 1,PHRF1,ENSG00000274780,False,"[{'gene': 'ENSG00000274780'}, {'gene': 'ENSG00000070047'}]"
IRF7,3665,17.690023,interferon regulatory factor 7,IRF7,ENSG00000276561,False,"[{'gene': 'ENSG00000276561'}, {'gene': 'ENSG00000185507'}]"
CDHR5,53841,18.255266,cadherin related family member 5,CDHR5,ENSG00000273572,False,"[{'gene': 'ENSG00000273572'}, {'gene': 'ENSG00000099834'}]"
SCT,6343,19.106312,secretin,SCT,ENSG00000274473,False,"[{'gene': 'ENSG00000274473'}, {'gene': 'ENSG00000070031'}]"
DRD4,1815,18.271996,dopamine receptor D4,DRD4,ENSG00000069696,False,"[{'gene': 'ENSG00000069696'}, {'gene': 'ENSG00000276825'}]"
DEAF1,10522,17.612497,DEAF1 transcription factor,DEAF1,ENSG00000177030,False,"[{'gene': 'ENSG00000177030'}, {'gene': 'ENSG00000282712'}]"
AC131934.1,None,None,None,None,None,True,None
EPS8L2,64787,17.641079,EPS8 signaling adaptor L2,EPS8L2,ENSG00000177106,False,None
TMEM80,283232,18.227636,transmembrane protein 80,TMEM80,ENSG00000177042,False,None
AP006621.4,None,None,None,None,None,True,None
TALDO1,6888,17.597563,transaldolase 1,TALDO1,ENSG00000177156,False,None
GATD1,347862,17.595556,glutamine amidotransferase class 1 domain containing 1,GATD1,ENSG00000177225,False,None
AP006621.3,None,None,None,None,None,True,None
AP006621.2,None,None,None,None,None,True,None
CEND1,51286,18.334635,cell cycle exit and neuronal differentiation 1,CEND1,ENSG00000184524,False,None
SLC25A22,79751,18.213165,solute carrier family 25 member 22,SLC25A22,ENSG00000177542,False,None
PANO1,101927423,21.643774,proapoptotic nucleolar protein 1,PANO1,ENSG00000288675,False,None
PIDD1,55367,17.625032,p53-induced death domain protein 1,PIDD1,ENSG00000177595,False,None
RPLP2,6181,17.592968,ribosomal protein lateral stalk subunit P2,RPLP2,ENSG00000177600,False,None
PNPLA2,57104,17.609406,patatin like phospholipase domain containing 2,PNPLA2,ENSG00000177666,False,None
AP006621.1,None,None,None,None,None,True,None
CRACR2B,283229,17.672886,calcium release activated channel regulator 2B,CRACR2B,ENSG00000177685,False,None
CD151,977,17.712036,CD151 molecule (Raph blood group),CD151,ENSG00000177697,False,None
POLR2L,5441,17.7318,"RNA polymerase II, I and III subunit L",POLR2L,ENSG00000177700,False,None
TSPAN4,7106,18.248564,tetraspanin 4,TSPAN4,ENSG00000214063,False,None
AP006623.1,None,None,None,None,None,True,None
CHID1,66005,17.581093,chitinase domain containing 1,CHID1,ENSG00000177830,False,None
AP2A2,161,18.142849,adaptor related protein complex 2 subunit alpha 2,AP2A2,ENSG00000280759,False,"[{'gene': 'ENSG00000280759'}, {'gene': 'ENSG00000281385'}, {'gene': 'ENSG00000183020'}]"
MUC6,4588,18.600704,"mucin 6, oligomeric mucus/gel-forming",MUC6,ENSG00000184956,False,"[{'gene': 'ENSG00000184956'}, {'gene': 'ENSG00000277281'}, {'gene': 'ENSG00000277518'}]"
AC139749.1,None,None,None,None,None,True,None
MUC2,4583,18.541025,"mucin 2, oligomeric mucus/gel-forming",MUC2,ENSG00000293532,False,"[{'gene': 'ENSG00000293532'}, {'gene': 'ENSG00000198788'}, {'gene': 'ENSG00000278466'}]"
MUC5AC,4586,19.019445,"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,ENSG00000291363,False,"[{'gene': 'ENSG00000291363'}, {'gene': 'ENSG00000215182'}]"
MUC5B,727897,19.587427,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,ENSG00000117983,False,None
AC061979.1,None,None,None,None,None,True,None
TOLLIP,54472,17.58114,toll interacting protein,TOLLIP,ENSG00000078902,False,"[{'gene': 'ENSG00000078902'}, {'gene': 'ENSG00000291426'}]"
TOLLIP-AS1,None,None,None,None,None,True,None
BRSK2,9024,18.186708,BR serine/threonine kinase 2,BRSK2,ENSG00000174672,False,"[{'gene': 'ENSG00000174672'}, {'gene': 'ENSG00000291428'}]"
MOB2,81532,18.072897,MOB kinase activator 2,MOB2,ENSG00000182208,False,"[{'gene': 'ENSG00000182208'}, {'gene': 'ENSG00000291442'}]"
DUSP8,1850,18.276907,dual specificity phosphatase 8,DUSP8,ENSG00000273793,False,"[{'gene': 'ENSG00000273793'}, {'gene': 'ENSG00000278165'}, {'gene': 'ENSG00000291431'}, {'gene': 'ENSG00000184545'}]"
KRTAP5-AS1,338651,27.063152,KRTAP5-1/KRTAP5-2 antisense RNA 1,KRTAP5-AS1,ENSG00000291432,False,"[{'gene': 'ENSG00000291432'}, {'gene': 'ENSG00000281176'}, {'gene': 'ENSG00000233930'}, {'gene': 'ENSG00000281801'}]"
KRTAP5-1,387264,25.36287,keratin associated protein 5-1,KRTAP5-1,ENSG00000280585,False,"[{'gene': 'ENSG00000280585'}, {'gene': 'ENSG00000278210'}, {'gene': 'ENSG00000205869'}, {'gene': 'ENSG00000291433'}]"
KRTAP5-2,440021,25.360682,keratin associated protein 5-2,KRTAP5-2,ENSG00000205867,False,"[{'gene': 'ENSG00000205867'}, {'gene': 'ENSG00000281533'}, {'gene': 'ENSG00000278489'}, {'gene': 'ENSG00000291434'}]"
KRTAP5-3,387266,25.360973,keratin associated protein 5-3,KRTAP5-3,ENSG00000275920,False,"[{'gene': 'ENSG00000275920'}, {'gene': 'ENSG00000196224'}, {'gene': 'ENSG00000291435'}, {'gene': 'ENSG00000281191'}]"
KRTAP5-4,387267,26.271315,keratin associated protein 5-4,KRTAP5-4,ENSG00000241598,False,"[{'gene': 'ENSG00000241598'}, {'gene': 'ENSG00000277068'}, {'gene': 'ENSG00000278620'}, {'gene': 'ENSG00000291440'}]"
KRTAP5-5,439915,25.359842,keratin associated protein 5-5,KRTAP5-5,ENSG00000278302,False,"[{'gene': 'ENSG00000278302'}, {'gene': 'ENSG00000277291'}, {'gene': 'ENSG00000185940'}, {'gene': 'ENSG00000291443'}]"
AP006285.2,None,None,None,None,None,True,None
FAM99A,387742,27.065735,family with sequence similarity 99 member A,FAM99A,ENSG00000205866,False,"[{'gene': 'ENSG00000205866'}, {'gene': 'ENSG00000291437'}, {'gene': 'ENSG00000281261'}, {'gene': 'ENSG00000281733'}]"
FAM99B,100132464,27.06384,family with sequence similarity 99 member B,FAM99B,ENSG00000281829,False,"[{'gene': 'ENSG00000281829'}, {'gene': 'ENSG00000281783'}, {'gene': 'ENSG00000205865'}, {'gene': 'ENSG00000291438'}]"
AP006285.1,None,None,None,None,None,True,None
KRTAP5-6,440023,25.750515,keratin associated protein 5-6,KRTAP5-6,ENSG00000277389,False,"[{'gene': 'ENSG00000277389'}, {'gene': 'ENSG00000205864'}]"
IFITM10,402778,18.203762,interferon induced transmembrane protein 10,IFITM10,ENSG00000244242,False,"[{'gene': 'ENSG00000244242'}, {'gene': 'ENSG00000281618'}]"
AC068580.4,None,None,None,None,None,True,None
CTSD,1509,17.636349,cathepsin D,CTSD,ENSG00000117984,False,None
AC068580.3,None,None,None,None,None,True,None
AC068580.2,None,None,None,None,None,True,None
SYT8,90019,17.721018,synaptotagmin 8,SYT8,ENSG00000149043,False,"[{'gene': 'ENSG00000149043'}, {'gene': 'ENSG00000288149'}]"
TNNI2,7136,18.097685,"troponin I2, fast skeletal type",TNNI2,ENSG00000130598,False,"[{'gene': 'ENSG00000130598'}, {'gene': 'ENSG00000288219'}]"
LSP1,4046,18.213846,lymphocyte specific protein 1,LSP1,ENSG00000130592,False,"[{'gene': 'ENSG00000130592'}, {'gene': 'ENSG00000288199'}]"
PRR33,102724536,18.540731,proline rich 33,PRR33,ENSG00000288160,False,"[{'gene': 'ENSG00000288160'}, {'gene': 'ENSG00000283787'}]"
LINC01150,ENSG00000229671,25.750221,long intergenic non-protein coding RNA 1150,LINC01150,ENSG00000229671,False,None
TNNT3,7140,18.011383,"troponin T3, fast skeletal type",TNNT3,ENSG00000288250,False,"[{'gene': 'ENSG00000288250'}, {'gene': 'ENSG00000130595'}]"
MRPL23,6150,17.599422,mitochondrial ribosomal protein L23,MRPL23,ENSG00000214026,False,"[{'gene': 'ENSG00000214026'}, {'gene': 'ENSG00000288141'}]"
MRPL23-AS1,100133545,27.063417,MRPL23 antisense RNA 1,MRPL23-AS1,ENSG00000288320,False,"[{'gene': 'ENSG00000288320'}, {'gene': 'ENSG00000226416'}]"
LINC01219,ENSG00000232987,25.749779,long intergenic non-protein coding RNA 1219,LINC01219,ENSG00000232987,False,None
IGF2,3481,18.286264,insulin like growth factor 2,IGF2,ENSG00000167244,False,None
IGF2.1,None,None,None,None,None,True,None
INS-IGF2,723961,27.063547,INS-IGF2 readthrough,INS-IGF2,ENSG00000129965,False,None
IGF2-AS,51214,26.271364,IGF2 antisense RNA,IGF2-AS,ENSG00000099869,False,None
INS,3630,17.904123,insulin,INS,ENSG00000254647,False,None
TH,7054,17.594866,tyrosine hydroxylase,TH,ENSG00000180176,False,None
ASCL2,430,18.502287,achaete-scute family bHLH transcription factor 2,ASCL2,ENSG00000183734,False,None
C11orf21,29125,24.568056,chromosome 11 open reading frame 21,C11orf21,ENSG00000110665,False,None
TSPAN32,10077,18.294024,tetraspanin 32,TSPAN32,ENSG00000064201,False,None
CD81-AS1,101927682,27.059961,CD81 antisense RNA 1,CD81-AS1,ENSG00000238184,False,None
CD81,975,18.1277,CD81 molecule,CD81,ENSG00000110651,False,None
TSSC4,10078,17.754433,tumor suppressing subtransferable candidate 4,TSSC4,ENSG00000184281,False,None
TRPM5,29850,17.63911,transient receptor potential cation channel subfamily M member 5,TRPM5,ENSG00000070985,False,None
AC124057.1,None,None,None,None,None,True,None
KCNQ1,3784,18.189034,potassium voltage-gated channel subfamily Q member 1,KCNQ1,ENSG00000282076,False,"[{'gene': 'ENSG00000282076'}, {'gene': 'ENSG00000053918'}]"
KCNQ1OT1,10984,25.360682,KCNQ1 opposite strand/antisense transcript 1,KCNQ1OT1,ENSG00000269821,False,None
KCNQ1-AS1,338653,27.06384,KCNQ1 antisense RNA 1,KCNQ1-AS1,ENSG00000229414,False,"[{'gene': 'ENSG00000229414'}, {'gene': 'ENSG00000282343'}]"
KCNQ1DN,55539,27.06384,KCNQ1 downstream neighbor,KCNQ1DN,ENSG00000278855,False,"[{'gene': 'ENSG00000278855'}, {'gene': 'ENSG00000237941'}]"
CDKN1C,1028,18.557611,cyclin dependent kinase inhibitor 1C,CDKN1C,ENSG00000273707,False,"[{'gene': 'ENSG00000273707'}, {'gene': 'ENSG00000129757'}]"
SLC22A18AS,5003,23.343185,SLC22A18 antisense RNA,SLC22A18AS,ENSG00000254827,False,"[{'gene': 'ENSG00000254827'}, {'gene': 'ENSG00000274454'}]"
SLC22A18,5002,17.609114,solute carrier family 22 member 18,SLC22A18,ENSG00000276130,False,"[{'gene': 'ENSG00000276130'}, {'gene': 'ENSG00000110628'}]"
PHLDA2,7262,17.721018,pleckstrin homology like domain family A member 2,PHLDA2,ENSG00000181649,False,"[{'gene': 'ENSG00000181649'}, {'gene': 'ENSG00000274538'}]"
NAP1L4,4676,18.175936,nucleosome assembly protein 1 like 4,NAP1L4,ENSG00000205531,False,"[{'gene': 'ENSG00000205531'}, {'gene': 'ENSG00000273562'}]"
AC131971.1,None,None,None,None,None,True,None
CARS,None,None,None,None,None,True,None
CARS-AS1,None,None,None,None,None,True,None
OSBPL5,114879,16.715914,oxysterol binding protein like 5,OSBPL5,ENSG00000021762,False,None
AC108448.1,None,None,None,None,None,True,None
MRGPRG,386746,19.374712,MAS related GPR family member G,MRGPRG,ENSG00000182170,False,None
MRGPRG-AS1,283303,27.062708,MRGPRG antisense RNA 1,MRGPRG-AS1,ENSG00000236301,False,None
AC109309.1,None,None,None,None,None,True,None
MRGPRE,116534,20.470947,MAS related GPR family member E,MRGPRE,ENSG00000184350,False,None
AC123788.1,None,None,None,None,None,True,None
