query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
HDAC7,9734,19.41384,histone deacetylase 9,HDAC9,ENSG00000048052,9734,,
HDAC7,51564,18.287218,histone deacetylase 7,HDAC7,ENSG00000061273,51564,,
AC004466.1,,,,,,,True,
AC004466.3,,,,,,,True,
LINC02354,ENSG00000257488,26.270922,long intergenic non-protein coding RNA 2354,LINC02354,ENSG00000257488,,,
LINC02354,107984503,26.270922,long intergenic non-protein coding RNA 2354,LINC02354,,107984503,,
VDR,1594,20.19424,cytochrome P450 family 27 subfamily B member 1,CYP27B1,ENSG00000111012,1594,,
VDR,7421,18.166777,vitamin D receptor,VDR,ENSG00000111424,7421,,
AC121338.1,,,,,,,True,
AC121338.2,,,,,,,True,
TMEM106C,79022,17.824385,transmembrane protein 106C,TMEM106C,ENSG00000134291,79022,,
COL2A1,1280,18.353266,collagen type II alpha 1 chain,COL2A1,ENSG00000139219,1280,,
AC004801.5,,,,,,,True,
AC004801.4,,,,,,,True,
AC004801.3,,,,,,,True,
AC004801.6,,,,,,,True,
SENP1,29843,17.753838,SUMO specific peptidase 1,SENP1,ENSG00000079387,29843,,
PFKM,5213,18.436687,"phosphofructokinase, muscle",PFKM,ENSG00000152556,5213,,
ASB8,140461,17.67331,ankyrin repeat and SOCS box containing 8,ASB8,ENSG00000177981,140461,,
AC074029.3,,,,,,,True,
CCDC184,387856,19.096352,coiled-coil domain containing 184,CCDC184,ENSG00000177875,387856,,
AC024257.3,,,,,,,True,
OR10AD1,121275,22.671625,olfactory receptor family 10 subfamily AD member 1,OR10AD1,ENSG00000172640,121275,,
AC024257.1,,,,,,,True,
AC024257.5,,,,,,,True,
H1FNT,341567,21.914299,H1.7 linker histone,H1-7,ENSG00000187166,341567,,
ZNF641,121274,19.174374,zinc finger protein 641,ZNF641,ENSG00000167528,121274,,
AC090115.1,,,,,,,True,
AC024257.4,,,,,,,True,
ANP32D,23519,22.736223,acidic nuclear phosphoprotein 32 family member D,ANP32D,ENSG00000139223,23519,,
C12orf54,121273,22.674213,chromosome 12 open reading frame 54,C12orf54,ENSG00000177627,121273,,
AC089987.2,,,,,,,True,
OR8S1,341568,23.546919,olfactory receptor family 8 subfamily S member 1,OR8S1,ENSG00000284723,341568,,
OR5BS1P,390313,7.5312166,olfactory receptor family 5 subfamily BS member 1 pseudogene,OR5BS1P,ENSG00000198678,390313,,
LALBA,3906,19.14925,lactalbumin alpha,LALBA,ENSG00000167531,3906,,
KANSL2,54934,17.635122,KAT8 regulatory NSL complex subunit 2,KANSL2,ENSG00000139620,54934,,
CCNT1,904,17.672619,cyclin T1,CCNT1,ENSG00000129315,904,,
TEX49,255411,17.122297,sperm microtubule inner protein 11,SPMIP11,ENSG00000257987,255411,,
AC117498.1,,,,,,,True,
ADCY6,112,18.258348,adenylate cyclase 6,ADCY6,ENSG00000174233,112,,
AC117498.2,,,,,,,True,
CACNB3,784,18.301258,calcium voltage-gated channel auxiliary subunit beta 3,CACNB3,ENSG00000167535,784,,
DDX23,9416,17.610594,DEAD-box helicase 23,DDX23,ENSG00000174243,9416,,
RND1,27289,18.304289,Rho family GTPase 1,RND1,ENSG00000172602,27289,,
AC073610.3,,,,,,,True,
CCDC65,85478,17.723518,coiled-coil domain containing 65,CCDC65,ENSG00000139537,85478,,
FKBP11,51303,17.683994,FKBP prolyl isomerase 11,FKBP11,ENSG00000134285,51303,,
AC073610.2,,,,,,,True,
ARF3,377,18.163012,ADP ribosylation factor 3,ARF3,ENSG00000134287,377,,
WNT10B,7480,17.926731,Wnt family member 10B,WNT10B,ENSG00000169884,7480,,
WNT1,7471,17.627377,Wnt family member 1,WNT1,ENSG00000125084,7471,,
DDN,23109,18.663916,dendrin,DDN,ENSG00000181418,23109,,
AC011603.3,,,,,,,True,
DDN-AS1,105369758,27.06384,DDN and PRKAG1 antisense RNA 1,DDN-AS1,ENSG00000257913,105369758,,
PRKAG1,5571,17.814468,protein kinase AMP-activated non-catalytic subunit gamma 1,PRKAG1,ENSG00000181929,5571,,
KMT2D,8085,17.689627,lysine methyltransferase 2D,KMT2D,ENSG00000167548,8085,,
RHEBL1,121268,17.868765,RHEB like 1,RHEBL1,ENSG00000167550,121268,,
DHH,50846,17.709982,desert hedgehog signaling molecule,DHH,ENSG00000139549,50846,,
AC011603.1,,,,,,,True,
LMBR1L,55716,17.65129,limb development membrane protein 1 like,LMBR1L,ENSG00000139636,55716,,
AC011603.2,,,,,,,True,
TUBA1B,10376,19.961216,tubulin alpha 1b,TUBA1B,ENSG00000123416,10376,,
TUBA1A,7846,19.652243,tubulin alpha 1a,TUBA1A,ENSG00000167552,7846,,
TUBA1C,84790,19.929794,tubulin alpha 1c,TUBA1C,ENSG00000167553,84790,,
AC010173.1,,,,,,,True,
AC125611.3,,,,,,,True,
AC125611.4,,,,,,,True,
PRPH,5961,21.505455,peripherin 2,PRPH2,ENSG00000112619,5961,,
PRPH,5630,17.762093,peripherin,PRPH,ENSG00000135406,5630,,
TROAP,10024,18.26491,trophinin associated protein,TROAP,ENSG00000135451,10024,,
C1QL4,338761,18.410538,complement C1q like 4,C1QL4,ENSG00000186897,338761,,
DNAJC22,79962,17.780163,DnaJ heat shock protein family (Hsp40) member C22,DNAJC22,ENSG00000178401,79962,,
SPATS2,65244,17.744322,spermatogenesis associated serine rich 2,SPATS2,ENSG00000123352,65244,,
KCNH3,23416,17.90439,potassium voltage-gated channel subfamily H member 3,KCNH3,ENSG00000135519,23416,,
MCRS1,10445,17.71177,microspherule protein 1,MCRS1,ENSG00000187778,10445,,
PRPF40B,25766,18.734173,pre-mRNA processing factor 40 homolog B,PRPF40B,ENSG00000110844,25766,,
AC020612.3,,,,,,,True,
FAM186B,84070,19.11466,family with sequence similarity 186 member B,FAM186B,ENSG00000135436,84070,,
FMNL3,91010,17.706377,formin like 3,FMNL3,ENSG00000161791,91010,,
TMBIM6,7009,18.319494,transmembrane BAX inhibitor motif containing 6,TMBIM6,ENSG00000139644,7009,,
NCKAP5L,57701,17.751982,NCK associated protein 5 like,NCKAP5L,ENSG00000167566,57701,,
BCDIN3D-AS1,100286844,27.065735,BCDIN3D antisense RNA 1,BCDIN3D-AS1,ENSG00000258057,100286844,,
BCDIN3D,144233,18.01742,BCDIN3 domain containing RNA methyltransferase,BCDIN3D,ENSG00000186666,144233,,
AC131157.1,,,,,,,True,
FAIM2,23017,18.107708,Fas apoptotic inhibitory molecule 2,FAIM2,ENSG00000135472,23017,,
LINC02396,283332,27.062708,long intergenic non-protein coding RNA 2396,LINC02396,ENSG00000258135,283332,,
LINC02395,101927292,27.063417,long intergenic non-protein coding RNA 2395,LINC02395,ENSG00000257771,101927292,,
AQP2,359,18.466286,aquaporin 2,AQP2,ENSG00000167580,359,,
AC025154.2,,,,,,,True,
AC025154.1,,,,,,,True,
AQP5,362,18.502684,aquaporin 5,AQP5,ENSG00000161798,362,,
AQP6,363,18.900503,aquaporin 6,AQP6,ENSG00000086159,363,,
RACGAP1,29127,17.558527,Rac GTPase activating protein 1,RACGAP1,ENSG00000161800,29127,,
ASIC1,41,18.182314,acid sensing ion channel subunit 1,ASIC1,ENSG00000110881,41,,
SMARCD1,6602,17.632315,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",SMARCD1,ENSG00000066117,6602,,
GPD1,2819,17.08712,glycerol-3-phosphate dehydrogenase 1,GPD1,ENSG00000167588,2819,,
COX14,84987,21.880232,cytochrome c oxidase assembly factor COX14,COX14,ENSG00000178449,84987,,
AC074032.1,,,,,,,True,
CERS5,253782,21.910942,ceramide synthase 6,CERS6,ENSG00000172292,253782,,
CERS5,91012,17.523417,ceramide synthase 5,CERS5,ENSG00000139624,91012,,
LIMA1,51474,18.217434,LIM domain and actin binding 1,LIMA1,ENSG00000050405,51474,,
AC008147.1,,,,,,,True,
FAM186A,121006,19.130178,family with sequence similarity 186 member A,FAM186A,ENSG00000185958,121006,,
LARP4,113251,18.220474,La ribonucleoprotein 4,LARP4,ENSG00000161813,113251,,
DIP2B,57609,18.206997,disco interacting protein 2 homolog B,DIP2B,ENSG00000066084,57609,,
ATF1,2668,21.184317,glial cell derived neurotrophic factor,GDNF,ENSG00000168621,2668,,
ATF1,466,17.608715,activating transcription factor 1,ATF1,ENSG00000123268,466,,
TMPRSS12,283471,18.450666,transmembrane serine protease 12,TMPRSS12,ENSG00000186452,283471,,
METTL7A,25840,16.800577,thiol methyltransferase 1A,TMT1A,ENSG00000185432,25840,,
AC008121.2,,,,,,,True,
HIGD1C,613227,19.017122,HIG1 hypoxia inducible domain family member 1C,HIGD1C,ENSG00000214511,613227,,
AC008121.3,,,,,,,True,
SLC11A2,4891,17.981339,solute carrier family 11 member 2,SLC11A2,ENSG00000110911,4891,,
LETMD1,25875,17.654099,LETM1 domain containing 1,LETMD1,ENSG00000050426,25875,,
CSRNP2,81566,17.714937,cysteine and serine rich nuclear protein 2,CSRNP2,ENSG00000110925,81566,,
TFCP2,7024,17.659794,transcription factor CP2,TFCP2,ENSG00000135457,7024,,
POU6F1,5463,17.703629,POU class 6 homeobox 1,POU6F1,ENSG00000184271,5463,,
DAZAP2,9802,17.649332,DAZ associated protein 2,DAZAP2,ENSG00000183283,9802,,
SMAGP,57228,18.280052,small cell adhesion glycoprotein,SMAGP,ENSG00000170545,57228,,
BIN2,51411,18.34206,bridging integrator 2,BIN2,ENSG00000110934,51411,,
CELA1,1990,18.429712,chymotrypsin like elastase 1,CELA1,ENSG00000139610,1990,,
GALNT6,11226,17.771973,polypeptide N-acetylgalactosaminyltransferase 6,GALNT6,ENSG00000139629,11226,,
SLC4A8,9498,17.77455,solute carrier family 4 member 8,SLC4A8,ENSG00000050438,9498,,
AC107031.1,,,,,,,True,
SCN8A,6334,18.160145,sodium voltage-gated channel alpha subunit 8,SCN8A,ENSG00000196876,6334,,
AC068987.2,,,,,,,True,
AC068987.5,,,,,,,True,
AC068987.3,,,,,,,True,
FIGNL2,401720,17.790113,fidgetin like 2,FIGNL2,ENSG00000261308,401720,,
AC068987.4,,,,,,,True,
AC068987.1,,,,,,,True,
ANKRD33,283373,21.898697,ankyrin repeat domain 52,ANKRD52,ENSG00000139645,283373,,
ANKRD33,341405,18.415194,ankyrin repeat domain 33,ANKRD33,ENSG00000167612,341405,,
ACVRL1,94,17.704475,activin A receptor like type 1,ACVRL1,ENSG00000139567,94,,
ACVR1B,91,18.200232,activin A receptor type 1B,ACVR1B,ENSG00000135503,91,,
GRASP,160622,16.80033,trafficking regulator and scaffold protein tamalin,TAMALIN,ENSG00000161835,160622,,
NR4A1,3164,17.738605,nuclear receptor subfamily 4 group A member 1,NR4A1,ENSG00000123358,3164,,
AC025259.3,,,,,,,True,
ATG101,60673,17.599735,autophagy related 101,ATG101,ENSG00000123395,60673,,
AC025259.1,,,,,,,True,
AC078864.2,,,,,,,True,
AC078864.1,,,,,,,True,
LINC00592,283404,27.063105,long intergenic non-protein coding RNA 592,LINC00592,ENSG00000258279,283404,,
KRT80,144501,18.618395,keratin 80,KRT80,ENSG00000167767,144501,,
C12orf80,283403,24.230534,long intergenic non-protein coding RNA 2874,LINC02874,,283403,,
KRT7,3855,19.155525,keratin 7,KRT7,ENSG00000135480,3855,,
KRT7-AS,109729127,27.063152,KRT7 antisense RNA 1,KRT7-AS,ENSG00000257671,109729127,,
KRT86,3892,22.674213,keratin 86,KRT86,ENSG00000170442,3892,,
AC021066.1,,,,,,,True,
KRT81,3887,22.936495,keratin 81,KRT81,ENSG00000205426,3887,,
AC121757.1,,,,,,,True,
KRT83,3889,22.499487,keratin 83,KRT83,ENSG00000170523,3889,,
KRT85,3891,21.438755,keratin 85,KRT85,ENSG00000135443,3891,,
KRT84,3890,19.142868,keratin 84,KRT84,ENSG00000161849,3890,,
AC078865.1,,,,,,,True,
KRT82,3888,19.258709,keratin 82,KRT82,ENSG00000161850,3888,,
AC055736.1,,,,,,,True,
KRT75,9119,20.98596,keratin 75,KRT75,ENSG00000170454,9119,,
KRT6B,3854,24.046959,keratin 6B,KRT6B,ENSG00000185479,3854,,
KRT6C,286887,23.657816,keratin 6C,KRT6C,ENSG00000170465,286887,,
KRT6C,3853,22.682999,keratin 6A,KRT6A,ENSG00000205420,3853,,
KRT6A,3853,20.657667,keratin 6A,KRT6A,ENSG00000205420,3853,,
KRT5,3852,18.940645,keratin 5,KRT5,ENSG00000186081,3852,,
KRT71,112802,19.993681,keratin 71,KRT71,ENSG00000139648,112802,,
KRT74,121391,19.822779,keratin 74,KRT74,ENSG00000170484,121391,,
KRT72,140807,20.094078,keratin 72,KRT72,ENSG00000170486,140807,,
KRT73-AS1,100127967,27.059961,KRT73 antisense RNA 1,KRT73-AS1,ENSG00000257495,100127967,,
KRT73,319101,21.185898,keratin 73,KRT73,ENSG00000186049,319101,,
KRT2,3849,19.522373,keratin 2,KRT2,ENSG00000172867,3849,,
KRT1,3848,19.55717,keratin 1,KRT1,ENSG00000167768,3848,,
KRT77,374454,19.869198,keratin 77,KRT77,ENSG00000189182,374454,,
AC055716.3,,,,,,,True,
KRT76,51350,20.98942,keratin 76,KRT76,ENSG00000185069,51350,,
KRT3,3850,19.584288,keratin 3,KRT3,ENSG00000186442,3850,,
KRT4,3851,19.010674,keratin 4,KRT4,ENSG00000170477,3851,,
KRT79,338785,19.226286,keratin 79,KRT79,ENSG00000185640,338785,,
KRT78,196374,19.259548,keratin 78,KRT78,ENSG00000170423,196374,,
KRT8,3856,18.133902,keratin 8,KRT8,ENSG00000170421,3856,,
KRT18,3875,18.468607,keratin 18,KRT18,ENSG00000111057,3875,,
EIF4B,1975,18.247803,eukaryotic translation initiation factor 4B,EIF4B,ENSG00000063046,1975,,
AC068888.1,,,,,,,True,
TNS2,23371,18.553076,tensin 2,TNS2,ENSG00000111077,23371,,
SPRYD3,84926,17.769838,SPRY domain containing 3,SPRYD3,ENSG00000167778,84926,,
IGFBP6,3489,18.812666,insulin like growth factor binding protein 6,IGFBP6,ENSG00000167779,3489,,
SOAT2,8435,18.06933,sterol O-acyltransferase 2,SOAT2,ENSG00000167780,8435,,
CSAD,51380,17.830084,cysteine sulfinic acid decarboxylase,CSAD,ENSG00000139631,51380,,
AC073573.1,,,,,,,True,
ZNF740,283337,18.287266,zinc finger protein 740,ZNF740,ENSG00000139651,283337,,
ITGB7,3695,18.41794,integrin subunit beta 7,ITGB7,ENSG00000139626,3695,,
RARG,5916,18.391912,retinoic acid receptor gamma,RARG,ENSG00000172819,5916,,
AC021072.1,,,,,,,True,
MFSD5,84975,17.719488,major facilitator superfamily domain containing 5,MFSD5,ENSG00000182544,84975,,
ESPL1,9700,17.712166,"extra spindle pole bodies like 1, separase",ESPL1,ENSG00000135476,9700,,
PFDN5,5204,17.680151,prefoldin subunit 5,PFDN5,,5204,,"[{'gene': 'ENSG00000291834'}, {'gene': 'ENSG00000123349'}]"
AC073611.1,,,,,,,True,
C12orf10,60314,22.07195,MYG1 exonuclease,MYG1,,60314,,"[{'gene': 'ENSG00000139637'}, {'gene': 'ENSG00000291835'}]"
AAAS,8086,17.61871,aladin WD repeat nucleoporin,AAAS,,8086,,"[{'gene': 'ENSG00000291836'}, {'gene': 'ENSG00000094914'}]"
SP7,121340,17.69521,Sp7 transcription factor,SP7,,121340,,"[{'gene': 'ENSG00000291837'}, {'gene': 'ENSG00000170374'}]"
SP1,5669,19.995785,pregnancy specific beta-1-glycoprotein 1,PSG1,ENSG00000231924,5669,,
SP1,199699,19.995785,DAN domain BMP antagonist family member 5,DAND5,ENSG00000179284,199699,,
SP1,6667,17.568222,Sp1 transcription factor,SP1,ENSG00000185591,6667,,
AMHR2,269,18.391212,anti-Mullerian hormone receptor type 2,AMHR2,ENSG00000135409,269,,
PRR13,54458,18.228062,proline rich 13,PRR13,ENSG00000205352,54458,,
PCBP2,5094,17.87903,poly(rC) binding protein 2,PCBP2,ENSG00000197111,5094,,
MAP3K12,7786,17.667747,mitogen-activated protein kinase kinase kinase 12,MAP3K12,ENSG00000139625,7786,,
AC023509.4,,,,,,,True,
TARBP2,6895,17.738829,TARBP2 subunit of RISC loading complex,TARBP2,ENSG00000139546,6895,,
AC023509.3,,,,,,,True,
NPFF,8620,18.763191,neuropeptide FF-amide peptide precursor,NPFF,ENSG00000139574,8620,,
ATF7,11016,19.358864,activating transcription factor 7,ATF7,ENSG00000170653,11016,,
AC023509.2,,,,,,,True,
ATP5MC2,517,18.584377,ATP synthase membrane subunit c locus 2,ATP5MC2,ENSG00000135390,517,,
CALCOCO1,57658,18.75473,calcium binding and coiled-coil domain 1,CALCOCO1,ENSG00000012822,57658,,
CISTR,ENSG00000260492,25.357092,chondrogenesis-associated transcript,CISTR,ENSG00000260492,,,
CISTR,102216268,25.357092,chondrogenesis-associated transcript,CISTR,,102216268,,
AC076968.1,,,,,,,True,
HOXC13-AS,100874366,27.063152,HOXC13 antisense RNA,HOXC13-AS,ENSG00000249641,100874366,,
HOXC13,3229,18.357332,homeobox C13,HOXC13,ENSG00000123364,3229,,
HOXC12,3228,18.364994,homeobox C12,HOXC12,ENSG00000123407,3228,,
HOTAIR,100124700,24.04377,HOX transcript antisense RNA,HOTAIR,ENSG00000228630,100124700,,
HOXC11,3227,18.271996,homeobox C11,HOXC11,ENSG00000123388,3227,,
HOXC10,3226,18.320332,homeobox C10,HOXC10,ENSG00000180818,3226,,
AC012531.3,,,,,,,True,
HOXC6,3223,18.338655,homeobox C6,HOXC6,ENSG00000197757,3223,,
HOXC9,3225,18.368378,homeobox C9,HOXC9,ENSG00000180806,3225,,
HOXC-AS1,100874363,27.063105,HOXC cluster antisense RNA 1,HOXC-AS1,ENSG00000250451,100874363,,
HOXC8,3224,18.30214,homeobox C8,HOXC8,ENSG00000037965,3224,,
HOXC4,3221,18.329878,homeobox C4,HOXC4,ENSG00000198353,3221,,
AC012531.1,,,,,,,True,
HOXC5,3222,18.457535,homeobox C5,HOXC5,ENSG00000172789,3222,,
AC023794.1,,,,,,,True,
AC023794.3,,,,,,,True,
AC023794.4,,,,,,,True,
SMUG1,23583,17.751886,single-strand-selective monofunctional uracil-DNA glycosylase 1,SMUG1,ENSG00000123415,23583,,
LINC02381,400043,27.059961,long intergenic non-protein coding RNA 2381,LINC02381,ENSG00000250742,400043,,
SMUG1-AS1,105369776,27.059961,SMUG1 antisense RNA 1,SMUG1-AS1,,105369776,,
AC023794.7,,,,,,,True,
AC023794.6,,,,,,,True,
AC023794.2,,,,,,,True,
CBX5,23468,17.78043,chromobox 5,CBX5,ENSG00000094916,23468,,
AC078778.1,,,,,,,True,
HNRNPA1,3178,18.61351,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,ENSG00000135486,3178,,
NFE2,4778,17.884165,"nuclear factor, erythroid 2",NFE2,ENSG00000123405,4778,,
COPZ1,22818,17.820196,COPI coat complex subunit zeta 1,COPZ1,ENSG00000111481,22818,,
AC079313.2,,,,,,,True,
AC079313.1,,,,,,,True,
GPR84,53831,18.13357,G protein-coupled receptor 84,GPR84,ENSG00000139572,53831,,
ZNF385A,25946,17.846699,zinc finger protein 385A,ZNF385A,ENSG00000161642,25946,,
ITGA5,3678,17.860271,integrin subunit alpha 5,ITGA5,ENSG00000161638,3678,,
LINC01154,ENSG00000257477,26.273949,long intergenic non-protein coding RNA 1154,LINC01154,ENSG00000257477,,,
LINC01154,106144575,26.273949,long intergenic non-protein coding RNA 1154,LINC01154,,106144575,,
GTSF1,121355,18.484816,gametocyte specific factor 1,GTSF1,ENSG00000170627,121355,,
NCKAP1L,3071,17.774992,NCK associated protein 1 like,NCKAP1L,ENSG00000123338,3071,,
AC068789.1,,,,,,,True,
PDE1B,5153,18.203632,phosphodiesterase 1B,PDE1B,ENSG00000123360,5153,,
PPP1R1A,5502,18.387686,protein phosphatase 1 regulatory inhibitor subunit 1A,PPP1R1A,ENSG00000135447,5502,,
LACRT,90070,20.87102,lacritin,LACRT,ENSG00000135413,90070,,
DCD,117159,16.414408,dermcidin,DCD,ENSG00000161634,117159,,
AC079310.1,,,,,,,True,
MUCL1,118430,21.808558,mucin like 1,MUCL1,ENSG00000172551,118430,,
TESPA1,9840,17.873566,"thymocyte expressed, positive selection associated 1",TESPA1,ENSG00000135426,9840,,
AC027287.2,,,,,,,True,
NEUROD4,58158,17.599754,neuronal differentiation 4,NEUROD4,ENSG00000123307,58158,,
OR9K2,441639,23.44587,olfactory receptor family 9 subfamily K member 2,OR9K2,ENSG00000170605,441639,,
OR10A7,121364,22.797785,olfactory receptor family 10 subfamily A member 7,OR10A7,ENSG00000179919,121364,,
OR6C74,254783,23.168991,olfactory receptor family 6 subfamily C member 74,OR6C74,ENSG00000197706,254783,,
OR6C6,283365,23.905905,olfactory receptor family 6 subfamily C member 6,OR6C6,ENSG00000188324,283365,,
OR6C1,390321,23.657372,olfactory receptor family 6 subfamily C member 1,OR6C1,ENSG00000205330,390321,,
OR6C3,254786,23.442842,olfactory receptor family 6 subfamily C member 3,OR6C3,ENSG00000205329,254786,,
OR6C75,390323,23.777103,olfactory receptor family 6 subfamily C member 75,OR6C75,ENSG00000187857,390323,,
OR6C65,403282,23.776976,olfactory receptor family 6 subfamily C member 65,OR6C65,ENSG00000205328,403282,,
OR6C76,390326,23.654226,olfactory receptor family 6 subfamily C member 76,OR6C76,ENSG00000185821,390326,,
AC122685.1,,,,,,,True,
OR6C2,341416,23.654226,olfactory receptor family 6 subfamily C member 2,OR6C2,ENSG00000179695,341416,,
OR6C70,390327,23.546652,olfactory receptor family 6 subfamily C member 70,OR6C70,ENSG00000184954,390327,,
OR6C68,403284,23.90595,olfactory receptor family 6 subfamily C member 68,OR6C68,ENSG00000205327,403284,,
OR6C4,341418,23.440092,olfactory receptor family 6 subfamily C member 4,OR6C4,ENSG00000179626,341418,,
OR2AP1,121129,23.345932,olfactory receptor family 2 subfamily AP member 1,OR2AP1,ENSG00000179615,121129,,
OR10P1,121130,23.009476,olfactory receptor family 10 subfamily P member 1,OR10P1,ENSG00000175398,121130,,
AC009779.5,,,,,,,True,
METTL7B,196410,17.413025,thiol methyltransferase 1B,TMT1B,ENSG00000170439,196410,,
ITGA7,3679,17.76729,integrin subunit alpha 7,ITGA7,ENSG00000135424,3679,,
AC009779.3,,,,,,,True,
BLOC1S1,2647,17.757294,biogenesis of lysosomal organelles complex 1 subunit 1,BLOC1S1,ENSG00000135441,2647,,
RDH5,5959,17.704618,retinol dehydrogenase 5,RDH5,ENSG00000135437,5959,,
CD63,967,17.684702,CD63 molecule,CD63,ENSG00000135404,967,,
AC009779.2,,,,,,,True,
GDF11,10220,17.955463,growth differentiation factor 11,GDF11,ENSG00000135414,10220,,
SARNP,84324,17.81151,SAP domain containing ribonucleoprotein,SARNP,ENSG00000205323,84324,,
AC023055.1,,,,,,,True,
ORMDL2,29095,17.857416,ORMDL sphingolipid biosynthesis regulator 2,ORMDL2,ENSG00000123353,29095,,
DNAJC14,85406,17.785618,DnaJ heat shock protein family (Hsp40) member C14,DNAJC14,ENSG00000135392,85406,,
MMP19,4327,17.929977,matrix metallopeptidase 19,MMP19,ENSG00000123342,4327,,
PYM1,84305,17.73241,"PYM homolog 1, exon junction complex associated factor",PYM1,ENSG00000170473,84305,,
DGKA,1606,18.452564,diacylglycerol kinase alpha,DGKA,ENSG00000065357,1606,,
PMEL,6490,18.417067,premelanosome protein,PMEL,ENSG00000185664,6490,,
CDK2,1017,17.701889,cyclin dependent kinase 2,CDK2,ENSG00000123374,1017,,
AC025162.1,,,,,,,True,
RAB5B,5869,17.72671,"RAB5B, member RAS oncogene family",RAB5B,ENSG00000111540,5869,,
SUOX,6821,17.679125,sulfite oxidase,SUOX,ENSG00000139531,6821,,
IKZF4,64375,17.696926,IKAROS family zinc finger 4,IKZF4,ENSG00000123411,64375,,
AC034102.8,,,,,,,True,
AC034102.3,,,,,,,True,
RPS26,6231,17.73996,ribosomal protein S26,RPS26,ENSG00000197728,6231,,
RPS26,389472,6.284195,ribosomal protein S26 pseudogene 32,RPS26P32,,389472,,
RPS26,400156,6.284195,ribosomal protein S26 pseudogene 47,RPS26P47,,400156,,
ERBB3,2065,17.507298,erb-b2 receptor tyrosine kinase 3,ERBB3,ENSG00000065361,2065,,
AC034102.2,,,,,,,True,
PA2G4,5036,18.265419,proliferation-associated 2G4,PA2G4,ENSG00000170515,5036,,
