query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
CLEC1A,51267,19.187159,C-type lectin domain family 1 member A,CLEC1A,ENSG00000150048,51267,False,None
CLEC7A,64581,19.221907,C-type lectin domain containing 7A,CLEC7A,ENSG00000172243,64581,False,None
OLR1,4973,19.12659,oxidized low density lipoprotein receptor 1,OLR1,ENSG00000173391,4973,False,None
TMEM52B,120939,18.19,transmembrane protein 52B,TMEM52B,ENSG00000165685,120939,False,None
GABARAPL1,23710,18.461946,GABA type A receptor associated protein like 1,GABARAPL1,ENSG00000139112,23710,False,None
AC115676.1,None,None,None,None,None,None,True,None
KLRD1,3824,20.07945,killer cell lectin like receptor D1,KLRD1,ENSG00000134539,3824,False,None
AC022075.3,None,None,None,None,None,None,True,None
AC022075.2,None,None,None,None,None,None,True,None
AC022075.1,None,None,None,None,None,None,True,None
KLRK1,22914,20.165257,killer cell lectin like receptor K1,KLRK1,ENSG00000213809,22914,False,None
KLRC4-KLRK1,ENSG00000255819,26.273949,KLRC4-KLRK1 readthrough,KLRC4-KLRK1,ENSG00000255819,None,False,None
KLRC4,8302,23.657372,killer cell lectin like receptor C4,KLRC4,ENSG00000183542,8302,False,None
AC068775.1,None,None,None,None,None,None,True,None
KLRC3,3823,24.790995,killer cell lectin like receptor C3,KLRC3,ENSG00000205810,3823,False,None
KLRC2,3822,23.347063,killer cell lectin like receptor C2,KLRC2,ENSG00000205809,3822,False,None
KLRC1,3821,22.498781,killer cell lectin like receptor C1,KLRC1,ENSG00000134545,3821,False,None
EIF2S3B,255308,23.255436,eukaryotic translation initiation factor 2 subunit gamma B,EIF2S3B,ENSG00000180574,255308,False,None
LINC02446,101060038,27.059961,long intergenic non-protein coding RNA 2446,LINC02446,ENSG00000256039,101060038,False,None
MAGOHB,55110,19.509104,"mago homolog B, exon junction complex subunit",MAGOHB,ENSG00000111196,55110,False,None
STYK1,55359,17.314661,serine/threonine/tyrosine kinase 1,STYK1,ENSG00000060140,55359,False,None
YBX3,8531,18.368645,Y-box binding protein 3,YBX3,ENSG00000060138,8531,False,None
LINC02366,101928162,27.062708,long intergenic non-protein coding RNA 2366,LINC02366,ENSG00000256888,101928162,False,None
TAS2R7,50837,20.413136,taste 2 receptor member 7,TAS2R7,ENSG00000273326,50837,False,"[{'gene': 'ENSG00000273326'}, {'gene': 'ENSG00000274327'}, {'gene': 'ENSG00000121377'}]"
TAS2R8,50836,20.239376,taste 2 receptor member 8,TAS2R8,ENSG00000272712,50836,False,"[{'gene': 'ENSG00000272712'}, {'gene': 'ENSG00000277316'}, {'gene': 'ENSG00000121314'}]"
TAS2R9,50835,20.30313,taste 2 receptor member 9,TAS2R9,ENSG00000273713,50835,False,"[{'gene': 'ENSG00000273713'}, {'gene': 'ENSG00000121381'}, {'gene': 'ENSG00000273086'}]"
PRH1,100533464,22.67047,PRH1-PRR4 readthrough,PRH1-PRR4,ENSG00000231887,100533464,False,None
TAS2R10,50839,20.32699,taste 2 receptor member 10,TAS2R10,ENSG00000277238,50839,False,"[{'gene': 'ENSG00000277238'}, {'gene': 'ENSG00000272805'}, {'gene': 'ENSG00000121318'}]"
PRR4,11272,22.203085,proline rich 4,PRR4,ENSG00000111215,11272,False,"[{'gene': 'ENSG00000111215'}, {'gene': 'ENSG00000282269'}, {'gene': 'ENSG00000263247'}]"
AC018630.2,None,None,None,None,None,None,True,None
AC006518.7,None,None,None,None,None,None,True,None
TAS2R13,50838,21.774065,taste 2 receptor member 13,TAS2R13,ENSG00000212128,50838,False,"[{'gene': 'ENSG00000212128'}, {'gene': 'ENSG00000277254'}, {'gene': 'ENSG00000273457'}]"
PRH2,5555,23.443235,proline rich protein HaeIII subfamily 2,PRH2,ENSG00000231887,5555,False,"[{'gene': 'ENSG00000275679'}, {'gene': 'ENSG00000134551'}, {'gene': 'ENSG00000272803'}]"
TAS2R14,50840,22.07065,taste 2 receptor member 14,TAS2R14,ENSG00000261984,50840,False,"[{'gene': 'ENSG00000261984'}, {'gene': 'ENSG00000276541'}, {'gene': 'ENSG00000212127'}]"
TAS2R50,259296,23.776976,taste 2 receptor member 50,TAS2R50,ENSG00000276167,259296,False,"[{'gene': 'ENSG00000276167'}, {'gene': 'ENSG00000273431'}, {'gene': 'ENSG00000212126'}]"
TAS2R20,259295,24.047226,taste 2 receptor member 20,TAS2R20,ENSG00000255837,259295,False,"[{'gene': 'ENSG00000255837'}, {'gene': 'ENSG00000282612'}, {'gene': 'ENSG00000273092'}]"
TAS2R19,259294,26.27205,taste 2 receptor member 19,TAS2R19,ENSG00000278307,259294,False,"[{'gene': 'ENSG00000278307'}, {'gene': 'ENSG00000263028'}, {'gene': 'ENSG00000212124'}]"
TAS2R31,259290,27.06384,taste 2 receptor member 31,TAS2R31,ENSG00000282256,259290,False,"[{'gene': 'ENSG00000282256'}, {'gene': 'ENSG00000256436'}, {'gene': 'ENSG00000263097'}]"
TAS2R46,259292,25.750515,taste 2 receptor member 46,TAS2R46,ENSG00000226761,259292,False,"[{'gene': 'ENSG00000226761'}, {'gene': 'ENSG00000278111'}, {'gene': 'ENSG00000262525'}]"
TAS2R43,259289,27.059961,taste 2 receptor member 43,TAS2R43,ENSG00000262612,259289,False,"[{'gene': 'ENSG00000262612'}, {'gene': 'ENSG00000282537'}, {'gene': 'ENSG00000255374'}]"
TAS2R30,259293,26.270922,taste 2 receptor member 30,TAS2R30,ENSG00000256188,259293,False,"[{'gene': 'ENSG00000256188'}, {'gene': 'ENSG00000274699'}, {'gene': 'ENSG00000262111'}]"
SMIM10L1,100129361,19.200178,small integral membrane protein 10 like 1,SMIM10L1,ENSG00000256537,100129361,False,"[{'gene': 'ENSG00000256537'}, {'gene': 'ENSG00000281930'}, {'gene': 'ENSG00000262986'}]"
TAS2R42,353164,20.201874,taste 2 receptor member 42,TAS2R42,ENSG00000186136,353164,False,"[{'gene': 'ENSG00000186136'}, {'gene': 'ENSG00000273505'}]"
AC244131.2,None,None,None,None,None,None,True,None
PRB3,5544,24.789862,proline rich protein BstNI subfamily 3,PRB3,ENSG00000197870,5544,False,"[{'gene': 'ENSG00000197870'}, {'gene': 'ENSG00000275624'}]"
PRB4,5545,24.046516,proline rich protein BstNI subfamily 4,PRB4,ENSG00000230657,5545,False,"[{'gene': 'ENSG00000230657'}, {'gene': 'ENSG00000274839'}]"
PRB1,5542,21.740368,proline rich protein BstNI subfamily 1,PRB1,ENSG00000282673,5542,False,"[{'gene': 'ENSG00000282673'}, {'gene': 'ENSG00000251655'}, {'gene': 'ENSG00000275517'}]"
PRB2,653247,24.790306,proline rich protein BstNI subfamily 2,PRB2,ENSG00000121335,653247,False,None
AC007450.1,None,None,None,None,None,None,True,None
LINC01252,338817,27.065735,long intergenic non-protein coding RNA 1252,LINC01252,ENSG00000247157,338817,False,None
ETV6,2120,17.676693,ETS variant transcription factor 6,ETV6,ENSG00000139083,2120,False,None
BCL2L14,79370,18.291128,BCL2 like 14,BCL2L14,ENSG00000281449,79370,False,"[{'gene': 'ENSG00000281449'}, {'gene': 'ENSG00000121380'}]"
LRP6,4040,17.634699,LDL receptor related protein 6,LRP6,ENSG00000281324,4040,False,"[{'gene': 'ENSG00000281324'}, {'gene': 'ENSG00000070018'}]"
MANSC1,54682,17.76214,MANSC domain containing 1,MANSC1,ENSG00000281818,54682,False,"[{'gene': 'ENSG00000281818'}, {'gene': 'ENSG00000111261'}]"
LOH12CR2,503693,27.063152,"loss of heterozygosity on chromosome 12, region 2",LOH12CR2,ENSG00000205791,503693,False,"[{'gene': 'ENSG00000205791'}, {'gene': 'ENSG00000281234'}]"
BORCS5,118426,17.572054,BLOC-1 related complex subunit 5,BORCS5,ENSG00000280689,118426,False,"[{'gene': 'ENSG00000280689'}, {'gene': 'ENSG00000165714'}]"
DUSP16,80824,17.62294,dual specificity phosphatase 16,DUSP16,ENSG00000111266,80824,False,"[{'gene': 'ENSG00000111266'}, {'gene': 'ENSG00000280962'}]"
AC007619.1,None,None,None,None,None,None,True,None
CREBL2,1389,17.605526,cAMP responsive element binding protein like 2,CREBL2,ENSG00000111269,1389,False,None
AC008115.4,None,None,None,None,None,None,True,None
GPR19,2842,17.668192,G protein-coupled receptor 19,GPR19,ENSG00000183150,2842,False,None
AC008115.2,None,None,None,None,None,None,True,None
CDKN1B,1027,18.283234,cyclin dependent kinase inhibitor 1B,CDKN1B,ENSG00000111276,1027,False,None
AC008115.1,None,None,None,None,None,None,True,None
APOLD1,81575,18.214005,apolipoprotein L domain containing 1,APOLD1,ENSG00000178878,81575,False,None
DDX47,51202,17.523415,DEAD-box helicase 47,DDX47,ENSG00000213782,51202,False,None
GPRC5A,9052,18.93005,G protein-coupled receptor class C group 5 member A,GPRC5A,ENSG00000013588,9052,False,None
GPRC5D-AS1,100506314,27.062708,GPRC5D and HEBP1 antisense RNA 1,GPRC5D-AS1,ENSG00000247498,100506314,False,None
GPRC5D,55507,18.965496,G protein-coupled receptor class C group 5 member D,GPRC5D,ENSG00000111291,55507,False,None
AC007688.2,None,None,None,None,None,None,True,None
HEBP1,4780,19.998974,NFE2 like bZIP transcription factor 2,NFE2L2,ENSG00000116044,4780,False,None
AC023790.2,None,None,None,None,None,None,True,None
FAM234B,57613,17.610989,family with sequence similarity 234 member B,FAM234B,ENSG00000084444,57613,False,None
GSG1,22878,20.303425,trafficking protein particle complex subunit 8,TRAPPC8,ENSG00000153339,22878,False,None
EMP1,2012,17.60867,epithelial membrane protein 1,EMP1,ENSG00000134531,2012,False,None
LINC01559,283422,27.059961,long intergenic non-protein coding RNA 1559,LINC01559,ENSG00000180861,283422,False,None
GRIN2B,2904,18.120584,glutamate ionotropic receptor NMDA type subunit 2B,GRIN2B,ENSG00000273079,2904,False,None
AC007527.2,None,None,None,None,None,None,True,None
AC092112.1,None,None,None,None,None,None,True,None
ATF7IP,55729,17.734922,activating transcription factor 7 interacting protein,ATF7IP,ENSG00000171681,55729,False,None
PLBD1,79887,18.05071,phospholipase B domain containing 1,PLBD1,ENSG00000121316,79887,False,None
AC008114.1,None,None,None,None,None,None,True,None
PLBD1-AS1,101928290,27.062708,PLBD1 antisense RNA 1,PLBD1-AS1,ENSG00000256751,101928290,False,None
GUCY2C,2984,18.030401,guanylate cyclase 2C,GUCY2C,ENSG00000070019,2984,False,None
AC010168.1,None,None,None,None,None,None,True,None
HIST4H4,121504,21.1833,H4 histone 16,H4C16,ENSG00000197837,121504,False,None
H2AFJ,55766,20.923916,H2A.J histone,H2AJ,ENSG00000246705,55766,False,None
WBP11,51729,18.039131,WW domain binding protein 11,WBP11,ENSG00000084463,51729,False,None
C12orf60,144608,23.009876,chromosome 12 open reading frame 60,C12orf60,ENSG00000182993,144608,False,None
SMCO3,440087,18.372122,single-pass membrane protein with coiled-coil domains 3,SMCO3,ENSG00000179256,440087,False,None
ART4,420,18.440641,ADP-ribosyltransferase 4 (inactive) (Dombrock blood group),ART4,ENSG00000111339,420,False,None
AC007655.1,None,None,None,None,None,None,True,None
MGP,4256,17.696972,matrix Gla protein,MGP,ENSG00000111341,4256,False,None
ERP27,121506,18.075975,endoplasmic reticulum protein 27,ERP27,ENSG00000139055,121506,False,None
ARHGDIB,397,18.245146,Rho GDP dissociation inhibitor beta,ARHGDIB,ENSG00000111348,397,False,None
PDE6H,5149,18.206774,phosphodiesterase 6H,PDE6H,ENSG00000139053,5149,False,None
LINC01489,ENSG00000255727,26.271631,long intergenic non-protein coding RNA 1489,LINC01489,ENSG00000255727,None,False,None
RERG,85004,17.635965,RAS like estrogen regulated growth inhibitor,RERG,ENSG00000134533,85004,False,None
RERG-AS1,100873980,27.06384,RERG antisense RNA 1,RERG-AS1,ENSG00000255660,100873980,False,None
PTPRO,10076,21.509663,protein tyrosine phosphatase receptor type U,PTPRU,ENSG00000060656,10076,False,None
EPS8,2059,18.173304,"EGFR pathway substrate 8, signaling adaptor",EPS8,ENSG00000151491,2059,False,None
AC073651.1,None,None,None,None,None,None,True,None
STRAP,153443,20.547853,serum response factor binding protein 1,SRFBP1,ENSG00000291781,153443,False,None
DERA,51071,17.574717,deoxyribose-phosphate aldolase,DERA,ENSG00000023697,51071,False,None
SLC15A5,729025,17.58183,solute carrier family 15 member 5,SLC15A5,ENSG00000188991,729025,False,None
MGST1,4257,18.086153,microsomal glutathione S-transferase 1,MGST1,ENSG00000008394,4257,False,None
LMO3,55885,17.630417,LIM domain only 3,LMO3,ENSG00000048540,55885,False,None
AC007552.2,None,None,None,None,None,None,True,None
AC007529.2,None,None,None,None,None,None,True,None
AC007529.1,None,None,None,None,None,None,True,None
LINC02378,ENSG00000256994,26.270922,long intergenic non-protein coding RNA 2378,LINC02378,ENSG00000256994,None,False,None
AC087321.1,None,None,None,None,None,None,True,None
RERGL,79785,18.265862,RERG like,RERGL,ENSG00000111404,79785,False,None
PIK3C2G,5288,17.798796,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,PIK3C2G,ENSG00000139144,5288,False,None
PLCZ1,89869,18.163012,phospholipase C zeta 1,PLCZ1,ENSG00000139151,89869,False,None
AC087242.1,None,None,None,None,None,None,True,None
CAPZA3,93661,18.46283,capping actin protein of muscle Z-line subunit alpha 3,CAPZA3,ENSG00000177938,93661,False,None
PLEKHA5,54477,17.71425,pleckstrin homology domain containing A5,PLEKHA5,ENSG00000052126,54477,False,None
AEBP2,121536,17.64345,AE binding protein 2,AEBP2,ENSG00000139154,121536,False,None
AC024901.1,None,None,None,None,None,None,True,None
LINC02398,100506393,27.063547,long intergenic non-protein coding RNA 2398,LINC02398,ENSG00000256287,100506393,False,None
LINC02468,ENSG00000256499,26.271315,long intergenic non-protein coding RNA 2468,LINC02468,ENSG00000256499,None,False,None
AC129102.1,None,None,None,None,None,None,True,None
PDE3A,5139,17.76217,phosphodiesterase 3A,PDE3A,ENSG00000172572,5139,False,None
SLCO1C1,53919,18.19,solute carrier organic anion transporter family member 1C1,SLCO1C1,ENSG00000139155,53919,False,None
SLCO1B3,28234,20.440998,solute carrier organic anion transporter family member 1B3,SLCO1B3,ENSG00000111700,28234,False,None
AC011604.2,None,None,None,None,None,None,True,None
SLCO1B7,ENSG00000205754,23.908535,solute carrier organic anion transporter family member 1B7 (putative),SLCO1B7,ENSG00000205754,None,False,None
AC022335.1,None,None,None,None,None,None,True,None
SLCO1B1,10599,22.93605,solute carrier organic anion transporter family member 1B1,SLCO1B1,ENSG00000134538,10599,False,None
SLCO1A2,6579,18.812399,solute carrier organic anion transporter family member 1A2,SLCO1A2,ENSG00000084453,6579,False,None
IAPP,3375,18.110899,islet amyloid polypeptide,IAPP,ENSG00000121351,3375,False,None
PYROXD1,79912,17.587988,pyridine nucleotide-disulphide oxidoreductase domain 1,PYROXD1,ENSG00000121350,79912,False,None
RECQL,5965,17.57913,RecQ like helicase,RECQL,ENSG00000004700,5965,False,None
GOLT1B,51026,18.110918,golgi transport 1B,GOLT1B,ENSG00000111711,51026,False,None
SPX,80763,17.333977,spexin hormone,SPX,ENSG00000134548,80763,False,None
GYS2,2998,17.615246,glycogen synthase 2,GYS2,ENSG00000111713,2998,False,None
LDHB,3945,18.214005,lactate dehydrogenase B,LDHB,ENSG00000111716,3945,False,None
AC010197.1,None,None,None,None,None,None,True,None
AC010185.1,None,None,None,None,None,None,True,None
KCNJ8,3764,17.655748,potassium inwardly rectifying channel subfamily J member 8,KCNJ8,ENSG00000121361,3764,False,None
ABCC9,10060,17.624985,ATP binding cassette subfamily C member 9,ABCC9,ENSG00000069431,10060,False,None
AC008250.1,None,None,None,None,None,None,True,None
CMAS,55907,18.169659,cytidine monophosphate N-acetylneuraminic acid synthetase,CMAS,ENSG00000111726,55907,False,None
ST8SIA1,6489,17.599735,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",ST8SIA1,ENSG00000111728,6489,False,None
AC087318.1,None,None,None,None,None,None,True,None
C2CD5,9847,17.486431,C2 calcium dependent domain containing 5,C2CD5,ENSG00000111731,9847,False,None
AC053513.1,None,None,None,None,None,None,True,None
AC087241.1,None,None,None,None,None,None,True,None
AC087241.3,None,None,None,None,None,None,True,None
ETNK1,55500,17.605955,ethanolamine kinase 1,ETNK1,ENSG00000139163,55500,False,None
AC084816.1,None,None,None,None,None,None,True,None
AC084819.1,None,None,None,None,None,None,True,None
AC087258.1,None,None,None,None,None,None,True,None
AC087235.1,None,None,None,None,None,None,True,None
SOX5,6660,17.579178,SRY-box transcription factor 5,SOX5,ENSG00000134532,6660,False,None
AC087260.1,None,None,None,None,None,None,True,None
SOX5-AS1,101928471,27.06384,SOX5 antisense RNA 1,SOX5-AS1,ENSG00000256120,101928471,False,None
LINC00477,144360,27.065735,long intergenic non-protein coding RNA 477,LINC00477,ENSG00000197503,144360,False,None
AC023796.1,None,None,None,None,None,None,True,None
BCAT1,586,16.701256,branched chain amino acid transaminase 1,BCAT1,ENSG00000060982,586,False,None
AC023796.2,None,None,None,None,None,None,True,None
AC026310.2,None,None,None,None,None,None,True,None
C12orf77,196415,24.22126,long intergenic non-protein coding RNA 2909,LINC02909,ENSG00000226397,196415,False,None
LRMP,4033,16.897482,"inositol 1,4,5-triphosphate receptor associated 2",IRAG2,ENSG00000118308,4033,False,None
AC023510.1,None,None,None,None,None,None,True,None
AC023510.2,None,None,None,None,None,None,True,None
CASC1,55259,16.338717,dynein axonemal intermediate chain 7,DNAI7,ENSG00000118307,55259,False,None
ETFRF1,144363,18.196972,electron transfer flavoprotein regulatory factor 1,ETFRF1,ENSG00000205707,144363,False,None
KRAS,4893,21.283949,"NRAS proto-oncogene, GTPase",NRAS,ENSG00000213281,4893,False,None
AC092794.1,None,None,None,None,None,None,True,None
AC092794.2,None,None,None,None,None,None,True,None
AC087239.1,None,None,None,None,None,None,True,None
LMNTD1,160492,18.596268,lamin tail domain containing 1,LMNTD1,ENSG00000152936,160492,False,None
AC019209.3,None,None,None,None,None,None,True,None
AC019209.2,None,None,None,None,None,None,True,None
AC019209.1,None,None,None,None,None,None,True,None
RASSF8-AS1,ENSG00000246695,26.271364,RASSF8 antisense RNA 1,RASSF8-AS1,ENSG00000246695,None,False,None
RASSF8,11228,18.1531,Ras association domain family member 8,RASSF8,ENSG00000123094,11228,False,None
BHLHE41,79365,17.674593,basic helix-loop-helix family member e41,BHLHE41,ENSG00000123095,79365,False,None
SSPN,8082,17.556633,sarcospan,SSPN,ENSG00000123096,8082,False,None
AC022509.3,None,None,None,None,None,None,True,None
AC022509.2,None,None,None,None,None,None,True,None
AC022509.1,None,None,None,None,None,None,True,None
AC022509.4,None,None,None,None,None,None,True,None
AC055720.1,None,None,None,None,None,None,True,None
AC024145.1,None,None,None,None,None,None,True,None
ITPR2,3709,16.696936,"inositol 1,4,5-trisphosphate receptor type 2",ITPR2,ENSG00000123104,3709,False,None
AC023051.1,None,None,None,None,None,None,True,None
INTS13,55726,17.558083,integrator complex subunit 13,INTS13,ENSG00000064102,55726,False,None
FGFR1OP2,26127,17.590544,FGFR1 oncogene partner 2,FGFR1OP2,ENSG00000111790,26127,False,None
AC024896.1,None,None,None,None,None,None,True,None
TM7SF3,51768,17.595133,transmembrane 7 superfamily member 3,TM7SF3,ENSG00000064115,51768,False,None
MED21,9412,17.543583,mediator complex subunit 21,MED21,ENSG00000152944,9412,False,None
AC092747.4,None,None,None,None,None,None,True,None
C12orf71,728858,23.440092,chromosome 12 open reading frame 71,C12orf71,ENSG00000214700,728858,False,None
